"Category","ServerName","TaskPath","TaskName","State","RunAs","Actions","LastRunTime","LastResult","NextRunTime","Author","Description"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Bluetooth\","UninstallDeviceTask","Ready","SYSTEM","BthUdTask.exe $(Arg0)","11/30/1999 6:00:00 PM","267011",,"Microsoft","Uninstalls the PnP device associated with the specified Bluetooth service ID"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CertificateServicesClient\","AikCertEnrollTask","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task enrolls a certificate for Attestation Identity Key."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CertificateServicesClient\","CryptoPolicyTask","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task synchronizes cryptographic policy."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CertificateServicesClient\","KeyPreGenTask","Ready","SYSTEM","CimInstance","8/17/2026 8:24:24 PM","2148073520",,"Microsoft Corporation","This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK)."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CertificateServicesClient\","SystemTask","Ready","SYSTEM","CimInstance","8/20/2026 7:07:07 AM","0",,"Microsoft Corporation","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CertificateServicesClient\","UserTask","Ready",,"CimInstance","8/20/2026 9:47:47 AM","0",,"Microsoft Corporation","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CertificateServicesClient\","UserTask-Roam","Ready",,"CimInstance","8/17/2026 8:41:41 PM","0",,"Microsoft Corporation","Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Chkdsk\","ProactiveScan","Ready","SYSTEM","CimInstance","8/14/2026 3:17:17 PM","0",,"Microsoft Corporation","NTFS Volume Health Scan"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Clip\","License Validation","Disabled","SYSTEM","%SystemRoot%\system32\ClipUp.exe -p -s -o","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Windows Store legacy license migration task"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\CloudExperienceHost\","CreateObjectTask","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Customer Experience Improvement Program\","Consolidator","Ready","SYSTEM","%SystemRoot%\System32\wsqmcons.exe","8/20/2026 11:00:00 AM","0","8/20/2026 5:00:00 PM","Microsoft Corporation","If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Customer Experience Improvement Program\","KernelCeipTask","Ready","LOCAL SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP, this task does nothing."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Customer Experience Improvement Program\","UsbCeip","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is used to help improve the reliability, stability, and overall functionality of USB in Windows.  If the user has not consented to participate in Windows CEIP, this task does not do anything."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Data Integrity Scan\","Data Integrity Scan","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011","8/25/2026 11:51:51 PM","Microsoft Corporation","Scans fault-tolerant volumes for latent corruptions"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Data Integrity Scan\","Data Integrity Scan for Crash Recovery","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Scans fault-tolerant volumes for fast crash recovery"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Defrag\","ScheduledDefrag","Ready","SYSTEM","%windir%\system32\defrag.exe -c -h -k -g -$","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task optimizes local storage drives."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Device Information\","Device","Ready","SYSTEM","%windir%\system32\devicecensus.exe","8/19/2026 8:42:42 PM","0","8/20/2026 9:03:03 PM",,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Device Setup\","Metadata Refresh","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Performs a device metadata refresh on a periodic basis"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Diagnosis\","Scheduled","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\DiskCleanup\","SilentCleanup","Ready",,"%windir%\system32\cleanmgr.exe /autoclean /d %systemdrive%","8/11/2026 9:14:14 PM","2147946720",,"Microsoft Corporation","Maintenance task used by the system to launch a silent auto disk cleanup when running low on free disk space."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\DiskDiagnostic\","Microsoft-Windows-DiskDiagnosticDataCollector","Ready","SYSTEM","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\DiskDiagnostic\","Microsoft-Windows-DiskDiagnosticResolver","Disabled",,"%windir%\system32\DFDWiz.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.M.A.R.T. fault is detected."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\DiskFootprint\","Diagnostics","Ready","SYSTEM","%windir%\system32\disksnapshot.exe -z","8/14/2026 3:17:17 PM","1",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\DiskFootprint\","StorageSense","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\EDP\","EDP App Launch Task","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\EDP\","EDP Auth Task","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\ErrorDetails\","EnableErrorDetailsUpdate","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll,-600)","$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll,-601)"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\ErrorDetails\","ErrorDetailsUpdate","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"$(@%systemroot%\system32\ErrorDetailsUpdate.dll,-600)","$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll,-601)"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\LanguageComponentsInstaller\","Installation","Ready",,"CimInstance","8/20/2026 10:02:02 AM","0",,"Microsoft Corporation","Install language components that match the user's language list."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\LanguageComponentsInstaller\","Uninstallation","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Uninstall language components that are not in any user's language list."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\License Manager\","TempSignedLicenseExchange","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Exchanges temporary preinstalled licenses for Windows Store licenses."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Location\","Notifications","Ready",,"%windir%\System32\LocationNotificationWindows.exe","11/30/1999 6:00:00 PM","267011",,,"Location Notification"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Location\","WindowsActionDialog","Ready",,"%windir%\System32\WindowsActionDialog.exe","11/30/1999 6:00:00 PM","267011",,,"Location Notification"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Maintenance\","WinSAT","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft","Measures a system's performance and capabilities"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Maps\","MapsToastTask","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task shows various Map related toasts"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Maps\","MapsUpdateTask","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 5:44:44 PM","Microsoft Corporation","This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\MemoryDiagnostic\","ProcessMemoryDiagnosticEvents","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Schedules a memory diagnostic in response to system events."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\MemoryDiagnostic\","RunFullMemoryDiagnostic","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Detects and mitigates problems in physical memory (RAM)."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Mobile Broadband Accounts\","MNO Metadata Parser","Ready","SYSTEM","%SystemRoot%\System32\MbaeParserTask.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft","Mobile Broadband Account Experience Metadata Parser"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\MUI\","LPRemove","Ready","SYSTEM","%windir%\system32\lpremove.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Launch language cleanup tool"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Multimedia\","SystemSoundsService","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,"System Sounds User Mode Agent"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\NetTrace\","GatherNetworkInfo","Ready",,"%windir%\system32\gatherNetworkInfo.vbs","11/30/1999 6:00:00 PM","267011",,"Microsoft","Network information collector"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Network Controller\","SDN Diagnostics Task","Disabled","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 3:00:00 PM","Microsoft Corporation","This task manages SDN diagnostics logs."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Offline Files\","Background Synchronization","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011","8/20/2026 3:04:04 PM","Microsoft Corporation","This task controls periodic background synchronization of Offline Files when the user is working in an offline mode."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Offline Files\","Logon Synchronization","Disabled",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task initiates synchronization of Offline Files when a user logs onto the system."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\PI\","Secure-Boot-Update","Ready","SYSTEM","CimInstance","8/11/2026 8:45:45 PM","0",,"Microsoft Corporation","This task updates the Secure Boot variables."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\PI\","Sqm-Tasks","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\PLA\","Server Manager Performance Monitor","Disabled","SYSTEM","%systemroot%\system32\rundll32.exe %systemroot%\system32\pla.dll,PlaHost ""Server Manager Performance Monitor"" ""$(Arg0)""","11/30/1999 6:00:00 PM","267011",,"The major version number of the operating system.",
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Plug and Play\","Device Install Group Policy","Ready","SYSTEM","CimInstance","8/13/2026 2:49:49 PM","0",,"Microsoft Corporation","Device Installation Group Policy Change Handler"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Plug and Play\","Device Install Reboot Required","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Displays a dialog box that asks the user to restart Windows if it is required to complete installation of a device"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Plug and Play\","Plug and Play Cleanup","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Windows keeps copies of all previously installed device driver packages from Windows Update and other sources, even after installing newer versions of drivers. This task will remove older versions of drivers that are no longer needed. The most current version of each driver package will be kept. This task will also remove state used by devices that have not been detected on this system for a long period of time."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Plug and Play\","Sysprep Generalize Drivers","Ready","SYSTEM","%SystemRoot%\System32\drvinst.exe 6","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Generalize driver state in order to prepare the system to be bootable on any hardware configuration."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Power Efficiency Diagnostics\","AnalyzeSystem","Ready","SYSTEM","CimInstance","8/14/2026 3:27:27 PM","0",,"Microsoft Corporation","This task analyzes the system looking for conditions that may cause high energy use."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Ras\","MobilityManager","Ready","LOCAL SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\RecoveryEnvironment\","VerifyWinRE","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Validates the Windows Recovery Environment."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Registry\","RegIdleBackup","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Registry Idle Backup Task"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Server Manager\","CleanupOldPerfLogs","Ready","SYSTEM","%systemroot%\system32\cscript.exe /B /nologo %systemroot%\system32\calluxxprovider.vbs $(Arg0) $(Arg1) $(Arg2)","11/30/1999 6:00:00 PM","267011",,"The major version number of the operating system.",
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Server Manager\","ServerManager","Ready",,"%windir%\system32\ServerManagerLauncher.exe","8/17/2026 9:47:47 AM","0",,"Microsoft Corporation","Task for launching Initial Configuration Tasks or Server Manager at logon."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Servicing\","StartComponentCleanup","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SettingSync\","BackgroundUploadTask","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SettingSync\","BackupTask","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SettingSync\","NetworkStateChangeTask","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Shell\","CreateObjectTask","Ready","SYSTEM","CimInstance","8/11/2026 8:48:48 PM","2147946720",,"Microsoft Corporation","Provides support for shell components that access system data"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Shell\","IndexerAutomaticMaintenance","Ready","LOCAL SERVICE","CimInstance","8/14/2026 3:17:17 PM","1",,"Microsoft Corporation","Keeps the search index up to date"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Software Inventory Logging\","Collection","Disabled","SYSTEM","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\silcollector.cmd publish","11/30/1999 6:00:00 PM","267011","8/20/2026 3:18:18 PM",,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Software Inventory Logging\","Configuration","Ready","SYSTEM","%systemroot%\system32\cmd.exe /d /c %systemroot%\system32\silcollector.cmd configure","8/14/2026 3:08:08 PM","0",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTask","Ready","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011","8/21/2026 2:07:07 PM","Microsoft Corporation","This task restarts the Software Protection Platform service at the specified time"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTaskLogon","Disabled",,"CimInstance","8/11/2026 8:45:45 PM","0",,"Microsoft Corporation","This task restarts the Software Protection Platform service when user logon occurs"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SoftwareProtectionPlatform\","SvcRestartTaskNetwork","Disabled","NETWORK SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task restarts the Software Protection Platform service when a new network is detected"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SpacePort\","SpaceAgentTask","Ready","SYSTEM","%windir%\system32\SpaceAgent.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Storage Spaces Settings"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\SpacePort\","SpaceManagerTask","Ready","SYSTEM","%windir%\system32\spaceman.exe /Work","11/30/1999 6:00:00 PM","267011",,"$(@%SystemRoot%\system32\spaceman.exe,-2)","$(@%SystemRoot%\system32\spaceman.exe,-3)"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Speech\","SpeechModelDownloadTask","Ready","NETWORK SERVICE","%windir%\system32\speech_onecore\common\SpeechModelDownload.exe","8/19/2026 5:00:00 PM","0","8/20/2026 5:00:00 PM",,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Storage Tiers Management\","Storage Tiers Management Initialization","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Storage Tiers Management\","Storage Tiers Optimization","Disabled","SYSTEM","%windir%\system32\defrag.exe -c -h -g -# -m 8 -i 13500","11/30/1999 6:00:00 PM","267011","8/20/2026 6:00:00 PM","Microsoft Corporation","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Task Manager\","Interactive","Ready",,"CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Runs a task as the interactive user."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\TextServicesFramework\","MsCtfMonitor","Running",,"CimInstance","8/17/2026 9:47:47 AM","267009",,,"TextServicesFramework monitor task"
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Time Synchronization\","ForceSynchronizeTime","Ready","LOCAL SERVICE","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task performs time synchronization."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\Time Zone\","SynchronizeTimeZone","Ready","SYSTEM","%windir%\system32\tzsync.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","Updates timezone information. If this task is stopped, local time may not be accurate for some time zones."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\TPM\","Tpm-HASCertRetr","Ready","SYSTEM","CimInstance","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task requests a Health Attestation Certificate."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\TPM\","Tpm-Maintenance","Ready","SYSTEM","CimInstance","8/14/2026 3:07:07 PM","0",,"Microsoft Corporation","This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","Maintenance Install","Disabled","SYSTEM","%systemroot%\system32\usoclient.exe StartInstall","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","MusUx_UpdateInterval","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe Display","8/19/2026 6:58:58 PM","0",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","Policy Install","Disabled","SYSTEM","%systemroot%\system32\usoclient.exe StartInstall","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","Reboot","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe","11/30/1999 6:00:00 PM","267011",,"Microsoft Corporation","This task triggers a system reboot following update installation."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","Refresh Settings","Ready","SYSTEM","%systemroot%\system32\usoclient.exe RefreshSettings","8/20/2026 12:13:13 PM","0","8/21/2026 11:53:53 AM","Microsoft Corporation","This task downloads settings for Windows Updates."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","Resume On Boot","Disabled","SYSTEM","%systemroot%\system32\usoclient.exe ResumeUpdate","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","Schedule Scan","Ready","SYSTEM","%systemroot%\system32\usoclient.exe StartScan","8/19/2026 5:37:37 PM","0","8/20/2026 7:17:17 PM","Microsoft Corporation","This task performs a scheduled Windows Update scan."
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","USO_UxBroker_Display","Running","SYSTEM","%systemroot%\system32\MusNotification.exe Display","8/19/2026 5:37:37 PM","2147946720",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UpdateOrchestrator\","USO_UxBroker_ReadyToReboot","Ready","SYSTEM","%systemroot%\system32\MusNotification.exe ReadyToReboot","11/30/1999 6:00:00 PM","267011",,,
"ScheduledTask","192.168.149.10","\Microsoft\Windows\UPnP\","UPnPHostConfig","Ready","SYSTEM","sc.exe config upnphost start= auto","11/30/1999 6:00:00 PM","267011",,"Microsoft","Set UPnPHost service to Auto-Start"
